url,titre,auteurrices,langue,resume,thematique,type,mots_cles,conference
https://r2018-rennes.sciencesconf.org/204780.html,Un outil pour l'importation dans R de données d'architecture de plantes,"Pierre Santagostini, Rachid Boumaza, Smail Yousfi, Sabine Demotes-Mainard",Poster,NA,NA,poster,,rr2018
https://r2018-rennes.sciencesconf.org/204888.html,Modélisation de la propagation de l'infection sur une feuille de chou à partir d'images de fluorescence de chlorophylle,"Pierre Santagostini, Besnik Pumo, Etienne Belin, Tristan Boureau, Claire Campion, Céline Rousseau",Poster,NA,NA,poster,,rr2018
https://r2018-rennes.sciencesconf.org/208060.html,Comparaison de méthodes d'analyses multivariées pour la description de données de germination de semences,"Ophélie Thierry, Rachid Boumaza, Julia Buitink, Claudine Landes, Olivier Leprince, Pierre Santagostini, Julie Bourbeillon",Poster,NA,NA,poster,,rr2018
https://r2018-rennes.sciencesconf.org/208083.html,Introduction to the MultiVarSel package,Marie Perrot-Dockès,Poster,NA,NA,poster,,rr2018
https://r2018-rennes.sciencesconf.org/208354.html,AriCode un package R pour calculer efficacement l'ARI et d'autres mesures pour comparer des classifications.,"Guillem Rigaill, Julien Chiquet, Valentin Dervieux",Poster,NA,NA,poster,,rr2018
https://r2018-rennes.sciencesconf.org/207525.html,Une introduction au deep learning,Romain Tavenard,Invitée,NA,NA,oral,,rr2018
https://r2018-rennes.sciencesconf.org/205163.html,Système de recommandation interactif pour l'analyse de données médicales,"Joris Falip, Frédéric Blanchard",Lightning,NA,NA,lightning talk,,rr2018
https://r2018-rennes.sciencesconf.org/204838.html,R via SAS : Tirer profit de R au sein d'une chaîne de traitement SAS,Louis Pecourt,Lightning,NA,NA,lightning talk,,rr2018
https://r2018-rennes.sciencesconf.org/204440.html,"R++, the Next Step : une nouvelle interface graphique pour R",Christophe Genolini,Lightning,NA,NA,lightning talk,,rr2018
https://r2018-rennes.sciencesconf.org/203468.html,Package ROP: Arbres à noeuds multivariés,"Jean-Michel Nguyen, Aurelie Gaultier, Daniel Antonioli",Lightning,NA,NA,lightning talk,,rr2018
https://r2018-rennes.sciencesconf.org/206588.html,XLSTAT-R – Création de connecteurs entre R et XLSTAT pour une interface conviviale et aisément modifiable,Thierry Fahmy,Lightning,NA,NA,lightning talk,,rr2018
https://r2018-rennes.sciencesconf.org/204368.html,Incorporating bad outputs in non-parametric frontier models,"K Hervé Dakpo, Yann Desjeux, Laure Latruffe",Lightning,NA,NA,lightning talk,,rr2018
https://r2018-rennes.sciencesconf.org/207528.html,Clustering des noeuds d'un réseau dans le cadre des Stochastic et Latent Blockmodels,Jean-Benoist Léger,Invitée,NA,NA,oral,,rr2018
https://r2018-rennes.sciencesconf.org/204009.html,Les SIG et la cartographie avec {sf} & Co.,Sébastien Rochette,Données et interfaces,NA,NA,oral,,rr2018
https://r2018-rennes.sciencesconf.org/201976.html,Manipulation de données communales en historique avec le package COGugaison,Kim Antunez,Données et interfaces,NA,NA,oral,,rr2018
https://r2018-rennes.sciencesconf.org/204778.html,queryMed : enrichissement des données de recherche en pharmaco-épidémiologie,"Yann Rivault, Olivier Dameron, Nolwenn Le Meur",Données et interfaces,NA,NA,oral,,rr2018
https://r2018-rennes.sciencesconf.org/208340.html,Inférence de modèle à blocs stochastiques en présence de données manquantes,"Timothée Tabouy, Pierre Barbillon, Julien Chiquet",Distributions et simulations,NA,NA,oral,,rr2018
https://r2018-rennes.sciencesconf.org/202273.html,funHDDC : extension du package R pour le clustering de courbes fonctionnelles multivariées,"Amandine Schmutz, Julien Jacques, Charles Bouveyron, Laurence Chèze, Pauline Martin",Distributions et simulations,NA,NA,oral,,rr2018
https://r2018-rennes.sciencesconf.org/204261.html,Nouveaux graphes d'ajustement pour les données censurées dans le package fitdistrplus,"Marie Laure Delignette-Muller, Christophe Dutang, Aurélie Siberchicot",Distributions et simulations,NA,NA,oral,,rr2018
https://r2018-rennes.sciencesconf.org/205308.html,Génération de documents Microsoft Office avec le package officer,David Gohel,R workflow,NA,NA,oral,,rr2018
https://r2018-rennes.sciencesconf.org/204167.html,"""Introduction au 'tidyeval' (ou comment programmer dans le {tidyverse})",Vincent Guyader,R workflow,NA,NA,oral,,rr2018
https://r2018-rennes.sciencesconf.org/203305.html,Est-il possible d'améliorer encore la courbe d'apprentissage de R au delà de tidyverse? Les packages flow et chart.,"Philippe Grosjean, Guyliann Engels",R workflow,NA,NA,oral,,rr2018
https://r2018-rennes.sciencesconf.org/199664.html,Une application Shiny pour prédire dynamiquement la survie patient-greffon d'un patient transplanté rénal : vers une décision médicale plus partagée,"Marie-Cécile Fournier, Florent Le Borgne, Yohann Foucher, Magali Giral, Etienne Dantan",Lightning,NA,NA,lightning talk,,rr2018
https://r2018-rennes.sciencesconf.org/208248.html,Un Utilitaire SHINY pour la Modélisation et l'Analyse Statistique de Données de Défaillance de Cause Commune en Fiabilité,"Yacouba Kone, Pima Bazié, Augustin Zoungrana",Lightning,NA,NA,lightning talk,,rr2018
https://r2018-rennes.sciencesconf.org/202411.html,Etude de la démographie française du XIXe siècle à partir de données collaboratives de généalogie,"Ewen Gallic, Arthur Charpentier",Lightning,NA,NA,lightning talk,,rr2018
https://r2018-rennes.sciencesconf.org/208088.html,La Fragilité en EHPAD. Construction et Evaluation d'un Syndrome.,Tiba Delespierre,Lightning,NA,NA,lightning talk,,rr2018
https://r2018-rennes.sciencesconf.org/208042.html,From the knapsack problem to drawing metro maps - mixed integer linear programming in R,Dirk Schumacher,Invitée,NA,NA,oral,,rr2018
https://r2018-rennes.sciencesconf.org/203798.html,Depth and depth-based classification with R package ddalpha,"Oleksii Pokotylo, Pavlo Mozharovskyi, Rainer Dyckerhoff, Stanislav Nagy",Statistique et analyse de données,NA,NA,oral,,rr2018
https://r2018-rennes.sciencesconf.org/207963.html,Analysis of Variance for functional data using the R package ERP,David Causeur,Statistique et analyse de données,NA,NA,oral,,rr2018
https://r2018-rennes.sciencesconf.org/204185.html,The R package bigstatsr: Memory- and Computation-Efficient Statistical Tools for Big Matrices,Florian Privé,Statistique et analyse de données,NA,NA,oral,,rr2018
https://rr2023.sciencesconf.org/468075,De R Markdown à Quarto sans effort pour aller plus loin avec ses publications.,Christophe Dervieux,français,"Ce tutoriel propose de découvrir comment Quarto reprend et repense les fonctionnalités de l'écosystème R Markdown, en passant de plusieurs packages R à un seul et unique outil. Quarto propose les fonctionnalités de R Markdown remaniées (cross references, article layout, gestion des figures, ...) ainsi que de multiple formats (document HTML & PDF, site web, présentation HTML, ... ). Tout en ajoutant des nouvelles fonctionnalités pour une meilleure flexibilité et collaboration (modification facile d'un thème HTML, mécanisme d'extensions, projet collaboratif facilité, ...) Dans quel cas et pourquoi passer de R Markdown à Quarto ? Comment faire la transition sur des projets existants ?Comment démarrer un nouveau projet avec Quarto ? C'est ce que nous allons aborder dans ce tutoriel de 2h.",Tutoriel Quarto,Tutoriel,"quarto, rmarkdown, publication, reproductibilité",rr2023
https://rr2023.sciencesconf.org/464104,Créer un pipeline de machine learning complet avec {tidymodels},"Antoine Bichat, Julie Aubert",français,"Tidymodels regroupe un ensemble de packages facilitant l'utilisation de méthodes d'apprentissage statistique (telles que les forêts aléatoires, modèles linéaires bayésien ou non...) dans un cadre unifié et ""tidy"".Ce tutoriel vous montrera comment utiliser ces packages pour prétraiter les données, construire, entraîner et évaluer un modèle, optimiser des hyperparamètres et tout ce que vous devez savoir pour mener de bout en bout un projet d'apprentissage statistique supervisé.   Tidymodels gathers a set of packages facilitating the use of statistical learning methods (such as random forests, Bayesian or non-Bayesian linear models...) in a unified and ""tidy"" framework.This tutorial will show you how to use these packages to preprocess data, build, train and evaluate a model, tune hyperparameters and everything you need to know to run a complete supervised machine learning pipeline.",Tutoriel ML,Tutoriel,"machine learning, statistiques, tidymodels",rr2023
https://rr2023.sciencesconf.org/462116,Statspatial : Analyse spatiale et cartographie avec R,"Kim Antunez, Etienne Côme",français,"Ce tutoriel propose une introduction aux principaux packages et outils disponibles dans l'éco-système R pour manipuler des données spatiales et réaliser des cartes thématiques, avec un focus sur les données vectorielles.  Une large place sera consacrée à la prise en main du package sf et à la réalisation de géotraitements simples. Nous aborderons également la réalisation de cartes thématiques statiques avec ggplot2 et mapsf ainsi que l'utilisation de mapview pour réaliser facilement des cartes interactives d'exploration de données. Enfin, une courte ouverture vers des outils et questions plus spécifiques complètera cette introduction : données rasters, lissage spatial, géocodage, données Open Street Maps, réseaux géographiques, ...   La majorité de l'atelier sera consacrée à une mise en application des différents concepts et outils sur la base de données annuelle des accidents corporels de la circulation routière.  ",Tutoriel StatSpatial,Tutoriel,"Statistique spatiale, Cartographie",rr2023
https://rr2023.sciencesconf.org/465770,Tips pour combattre le syndrome de l'imposteur,Aurélie Vache,français," Qui n'a pas un jour prononcé la phrase : J'ai l'impression d'être un imposteur ? Je ne me sens pas légitime de faire ceci ou de faire cela ? Certaines personnes sont persuadées qu'elles ne méritent pas leur succès, malgré les efforts qu'elles fournissent pour réussir. Elles s'auto-persuadent souvent que leur réussite n'est pas liée à leur travail, leur accomplissement personnel, mais tout bonnement à la chance ou bien au travail des autres. De fait, elles vivent en permanence avec un sentiment de duperie et craignent sans cesse que quelqu'un ne les démasque d'un jour à un autre. Dans ce talk nous ferons un retour sur ce qu'est le syndrome de l'imposteur, comment il se reflète au quotidien et nous verrons que ce n'est pas une fatalité, au contraire, qu'il existe des tips et astuces pour le combattre, se dépasser et s'améliorer. ",Keynote I,Keynote,developpement personnel,rr2023
https://rr2023.sciencesconf.org/468014,"DeCovarT, a R package for a robust deconvolution of cell mixture in transcriptomic samples using a multivariate Gaussian generative framework","Bastien Chassagnol, Etienne Becht, Gregory Nuel, Yufei Luo",anglais,"Transcriptomic analyses have contributed greatly to a better understanding of the biologicalprocesses involved in the evolution of complex and versatile diseases. However, bulktranscriptomic analyses ignore the heterogenous contribution of diverse cell populations tosamples heterogeneity. Thus, computational deconvolution methods have been developed toanalyse the cellular composition of tissues. However, the performance of these algorithms islimited in distinguishing between cell populations with very similar expression profiles, and wehypothesised that integrating the covariance between genes could enhance the performance ofdeconvolution algorithms for closely related cell populations. We therefore developed a newdeconvolution algorithm, DeCovarT, which takes into account the transcriptomic networkstructure of each cell population. To do so, we represented the set of transcriptomicinteractions as a multivariate Gaussian distribution, assuming a sparse network structurededuced from the precision matrix returned by the gLasso algorithm. Next, we reconstructthe overall mixing profile by a generative model, in which we show, under reasonableassumptions, that the law describing the overall expression profile conditional on the cell ratiosand purified expression profiles also follows a multivariate Gaussian distribution. Themaximum likelihood estimate (MLE) of the associated function, i.e. the cell ratios optimisingthe probability of observing the observed transcriptomic distribution, is estimated in ourpaper by first reparametrising the log-likelihood function into an unconstrained version andthen optimising it by consecutive iterations of the Levenberg-Marquardt algorithm. Thisallows us to obtain an estimator that respects the simplex constraint and to derive thecorresponding asymptotic confidence bands. In addition to the introduction of a newstatistical modelling paradigm, we plan in our presentation to briefly review the standardoptimisation methods implemented in R with their specific features and main restrictions.Notably, we benchmarked them on a toy example that highlights strong behaviouraldifferences in the context of constrained optimisation.",Lightning I,Présentation courte,"cellular deconvolution, gLasso, generative model, bulk RNA Sequencing, Levenberg, Marquard, constrained optimisation",rr2023
https://rr2023.sciencesconf.org/469986,CGI – Permettre à de nouveaux utilisateurs de R de créer des graphiques respectant les contraintes de son institut,Jean Dupin,français,"Dans le cadre du renouvellement de la charte graphique de l'Insee en 2021 et de l'abandon progressif de SAS depuis 2022, l'initiative a été prise de proposer un package R répondant à 2 problématiques :  1) Permettre de produire des figures respectant les contraintes graphiques de l'Insee.  2) Être facilement utilisable et mobilisable pour des agents n'ayant pas (ou peu) de connaissances avec l'outil R, lesquels privilégient aujourd'hui Calc. C'est dans ce cadre que le package CGI (pour Charte Graphique de l'Insee) a été développé, avec comme ambition de proposer une syntaxe plus claire pour des utilisateurs qui ne sont pas habitués à la grammaire de ggplot2.",Lightning I,Présentation courte,"Package, Design, Visualisation",rr2023
https://rr2023.sciencesconf.org/470111,Applications Shiny pour le suivi de systèmes agricoles et environementaux.,"Thierry Faure, Loris Croce, Gil De Sousa",français,"Le développement d'applications Shiny pour le suivi des activités agricoles ou la surveillance del'environnement est un domaine en pleine expansion. Couplé à un système d'acquisition basé sur des objetsconnectés déployés dans le cadre de l'Internet des Objets (IdO), ces applications permettent d'intégrer desdonnées agricoles et environnementales en temps réel, de les prétraiter, de les visualiser et de les d'effectuer desanalyses statistiques avec R. Nous illustrons cela par différents cas d'usage que l'on pourrait classer en deuxcatégories (Elijah et al. 2018). La première catégorie concerne des applications à base de données multimédia.La seconde catégorie concerne l'intégration et l'analyse de données “scalaires”, comme des températures,collectées par des objets connectées. L'intégration dans une application Shiny permets à la fois de col-lecter, visualiser et de traiter les données. Ces traitements peuvent être réalisés en mode offline ou en temps réel.",Lightning I,Présentation courte,"application Shiny, IoT, traitement, visualisation et analyse de données",rr2023
https://rr2023.sciencesconf.org/468083,"Camtrapviz, une interface Shiny pour visualiser les données de pièges photographiques","Lisa Nicvert, Hervé Fritz, Stéphane Dray",français,"Les pièges photographiques sont des appareils photos à déclenchement automatique généralement installés en milieu naturel pour étudier la distribution des espèces animales. Leur fonctionnement automatisé permet de surveiller la biodiversité sauvage en minimisant le dérangement causé. Pour cette raison, les pièges photographiques sont de plus en plus utilisés en écologie. Les données de présence des espèces animales ainsi récoltées présentent un intérêt pour les chercheurs et chercheuses en écologie, mais aussi les gestionnaires ou les associations. Or, parmi ces publics, certaines personnes ne sont pas formées à l'analyse de données ou à la programmation. Par ailleurs, même pour celles et ceux qui le sont, écrire un script pour visualiser les données peut s'avérer coûteux en temps et en énergie. Pour faciliter la visualisation des données de pièges photos, nous développons le package R camtrapviz. Le code de ce package (en développement) est disponible à l'adresse suivante : https://github.com/LisaNicvert/camtrapviz. Ce package permet d'importer des données d'occurrence récoltées à partir de pièges photos (au format de tableaux) et de les visualiser de façon interactive grâce à une application Shiny. L'interface permet de visualiser quelques indicateurs sur ces données (comme les différentes espèces capturées ou la durée d'activité des pièges photos), et d'effectuer des analyses préliminaires courantes (comme obtenir la fréquence à laquelle les espèces ont été vues pour chaque piège). Ce package a deux objectifs. Tout d'abord, il permet de visualiser simplement les données avec l'interface Shiny sans nécessiter de compétences particulières en programmation R. Pour que l'analyse faite dans l'interface Shiny soit reproductible, il est également possible d'exporter le code R permettant de reproduire les analyses. Par ailleurs, pour les utilisateurs et utilisatrices de R, ce package fournit également des fonctions permettant de pré-traiter et de visualiser les données de pièges photos.",Lightning I,Présentation courte,"visualisation de données, Shiny, package R, écologie, pièges photographiques",rr2023
https://rr2023.sciencesconf.org/465497,{crosstable} : décrivez vos datasets en quelques lignes,Dan Chaltiel,français,"C'est le quotidien de presque tous les statisticiens et de beaucoup de data-scientists, il faut toujours et encore décrire ses données. Avec {crosstable}, il est possible de décrire complètement un dataset entier en quelques lignes de code seulement. Mieux, il existe une myriade d'options pour que le résultat soit le plus personnalisé possible. Le résultat est une dataframe classique, mais tout est pensé pour facilement la transformer en table exportable (flextable, gt, Excel, Word...). Il est possible de pivoter et de transposer les crosstables, ce qui facilite grandement la description de certaines bases. {crosstable} intègre également plusieurs helpers pour utiliser les options, gérer les labels de colonnes, et s'interfacer avec le package {officer}. La documentation est très détaillée et disponible sur GitHub. S'il existe déjà plusieurs packages pour l'analyse descriptive, notamment {gtsummary} et {table1}, {crosstable} se pose dans la complémentarité en termes d'interface (mais aussi parfois de performances). Testez-les tous et choisissez votre préféré !",Lightning I,Présentation courte,Package – Statistique – épidémiologie – Biostatistique – Description – Data – Dataset,rr2023
https://rr2023.sciencesconf.org/469024,Comment bien rater votre forge logicielle R ?,Vincent Guyader,français,"Installer, configurer et maintenir une infrastructure R est un défi en soi. Les équipes IT ont du mal à comprendre les besoins des utilisateurs, les utilisateurs ne savent pas toujours ce qui est bon pour eux, et R a des spécificités qui font que cela ne se passe presque jamais bien du premier coup.Cette présentation contient tout ce que vous devez savoir pour mal configurer votre forge logicielle R. Autrement dit, on présentera les erreurs classiques rencontrées lors de la mise en place de serveurs de développement R.Vous apprendrez tout ce qu'il faut faire pour vous assurer de rester bloqué sur une version obsolète de R pendant des années. Nous parlerons de l'indispensable package métier dont on n'a plus les sources et qui ne peut être installé que sur un Windows 32 bits.Bien entendu, nous verrons aussi les fausses bonnes idées qui, ""pour des raisons de sécurité"", aboutissent à imposer aux utilisateurs de faire des copier-coller de RStudio vers Putty. Sans oublier ce package que personne ne doit mettre à jour au risque de ""tout casser en prod"".Un regard bienveillant sur les problèmes réels rencontrés ces dernières années quand il s'agit de rendre R disponible à ses utilisateurs, quelle que soit la taille des structures.",Infra I,Présentation longue,"Infrastructure, Workbench",rr2023
https://rr2023.sciencesconf.org/468181,RKeOps v2: Kernel operations with Symbolic Tensors on the GPU in R,"Amélie Vernay, Benjamin Charlier, Ghislain Durif, Chloé Serre-Combe",anglais,"We present RKeOps version 2, a binder in R for the KeOps library which implements ""kernel operations on the GPU, with autodiff, without memory overflows"". The RKeOps package allows the user to seamlessly perform fast and memory-efficient kernel computations, based on symbolic matrix operations, such as kernel matrix reductions, convolutions or nearest neighbor search, involving large datasets (up to 1E7 points), on CPU or GPU without any additional development cost. The main contribution of this work is to provide the LazyTensor abstraction directly in R, allowing to write tensor operations similarly to R native syntax for vector and matrix operations, greatly simplifying the user experience.",Infra I,Présentation longue,"Kernel operations, Matrix reduction, GPU, Symbolic matrix operations, Computational statistics",rr2023
https://rr2023.sciencesconf.org/465431,"MongoDB - J'suis pas venu ici pour souffrir, ok ?",Colin Fay,français,"La grande force de MongoDB, c'est sa flexibilité extrême. La grande faiblesse de MongoDB, c'est sa flexibilité extrême. De prime abord, quand on travaille avec R, on opte pour les bases de données tabulaires, celles que l'on classe dans la grande famille du SQL. Pour une raison inconnue, Colin a au contraire été souvent confronté à des projets de production où la base de données disponible était en NoSQL — notamment en MongoDB. Le résultat ? Un syndrome post traumatique lié à une bataille sans relâche contre des données non structurées, avec pour seule arme un langage qui n'est pas équipé pour maitriser efficacement le chaos du NoSQL. Alors, que faire ? Renoncer ? Se résigner ? Continuer à monter au front ? Embrasser l'adversité et faire de cette flexibilité un atout ? Dans ce talk, Colin viendra raconter l'histoire de sa bataille avec MongoDB depuis R, un parcours semé d'embuches et de listes de listes, un chemin de croix fait de hauts, de bas, mais aussi et surtout de découvertes sur le potentiel inexploité de MongoDB quand on fait du R.",Infra I,Présentation longue,"Package, Base de données, production, krav maga",rr2023
https://rr2023.sciencesconf.org/468051,Comment Shiny aide Enedis à contribuer à la transition énergétique pour les collectivités territoriales,Gabrielle Devaux,français,"Sujet : De l'expérimentation à l'industrialisation, Enedis utilise Shiny dans la création de prototypes d'applications aidant à la transition énergétique. L'application CAP'TEN (CAP sur la Transition ENergétique) est une cartographie des capacités d'accueil du réseau électrique ENEDIS, permettant la simulation d'installation de projets de panneaux solaires, éoliennes, et bornes de recharges pour véhicules électriques.   Initialement une petite étude R pour calculer des bilans électriques, CAP'TEN est aujourd'hui une application industrialisée (back-end SCALA, front-end Angular), accessible depuis le portail Enedis Collectivités et Entreprises depuis 2022.   La version expérimentale a été réalisée en R et R Shiny entre 2019 et 2021. Ces trois années de développement ont permis de produire et optimiser un prototype répondant aux besoins suivants :  Scénariser les trajectoires possibles de transition écologique d'un territoire   Détecter les opportunités de raccordement (consommation et production) au réseau, et anticiper les contraintes de capacité du réseau.   Collecter des retours utilisateurs pour créer un prototype final avant industrialisation du projet      Contributeurs du projet :  Gabrielle Devaux, développement Shiny   Abalrhaman Shlash, développement Shiny   Florian Henot, modèle statistique   Emmanuelle Vanet, modèle statistique   Pierre Achaichia, chargé de projet   Mohamed Rhaima, analyste fonctionnel et maquettes  ",Shiny/plumber I,Présentation courte,"Statistique spatiale, Visualisation, Cartographie",rr2023
https://rr2023.sciencesconf.org/460150,"glitter makes SPARQL: glitter, un package R pour explorer et collecter des données du web sémantique","Lise Vaudor, Maëlle Salmon",français,"Les données du web sémantique sont formalisées selon un modèle en graphe de triplets RDF. Elles nécessitent, pour être collectées depuis les endpoints dédiés (e.g. Wikidata, dbpedia, HAL, etc.) l'élaboration de requêtes dans un langage dédié: SPARQL. Ce langage, qui est aux données du web sémantique ce que SQL est aux bases de données relationnelles, a ainsi un objectif très spécifique et demeure assez méconnu des utilisateur·rice·s de données. Au contraire, R est un langage de programmation assez généraliste puisqu'il permet de gérer de nombreux aspects de la chaîne de traitements de données, depuis leur recueil jusqu'à leur valorisation (par des modèles, graphiques, cartes, rapports, applications, etc.).Le package glitter permet aux utilisateur·rice·s de R sans connaissance préalable de SPARQL d'explorer et collecter les données du web sémantique. Par des commandes R inspirées du tidyverse et ainsi selon un langage spécifiques à un domaine (DSL), l'utilisateur peut générer des requêtes SPARQL, les envoyer aux points d'accès de son choix, et recueillir les données tabulaires correspondantes. Ces étapes sont ainsi intégrées à l'environnement R dans lequel l'utilisateur·rice peut également réaliser les étapes d'analyse et de valorisation des données, dans une chaîne de traitement reproductible.Lors de cette présentation, nous montrerons les principales fonctionnalités du package glitter* à partir d'exemples. Le package est toujours en développement mais il est fonctionnel, documenté et peut être installé par les participant·e·s qui souhaitent le tester en suivant les instructions décrites sur [cette page](https://lvaudor.github.io/glitter/).",Shiny/plumber I,Présentation longue,"Web sémantique, Linked Open Data, RDF, SPARQL, Wikidata, tidyverse, Package",rr2023
https://rr2023.sciencesconf.org/468295,"Vigie-Analyse, des applications shiny pour les scol'R",Simon Benateau,français,"Vigie-Nature École est un programme de sciences participatives. Nous proposons à des élèves (de la maternelle au lycée) de suivre des groupes d'espèces afin de travailler autrement les questions d'écologie et de récolter des données pour la recherche.Ce programme est aussi une formidable opportunité de faire travailler les élèves non seulement sur les données qu'ils ont eux-mêmes produites mais aussi sur l'ensemble des données collectées par les établissements participants. Nous proposions des données tabulées directement téléchargeables sur notre site web mais face aux difficultés de manipulation des logiciels classiques et à la quantité de données présente dans nos bases, deux applications shiny ont été développées. L'une permet de répondre à des questions scientifiques de manière guidée et présente un workflow d'analyse le plus simplifié possible. Elle est disponible en suivant ce lien : https://www.vigienature-ecole.fr/papers. L'autre permet d'être plus libre dans l'analyse pour traiter des questions plus ouvertes et propose donc des outils plus génériques.Elle sera mise à disposition des élèves et enseignants prochainement. Lien vers le Github Vigie-Analyse : https://github.com/Vigie-Nature/vigie-analyse.Ces applications sont accompagnées de document pour appuyer les enseignants qui sont souvent peu formés à la question de l'analyse de données.",Shiny/plumber I,Présentation longue,"Statistique, Ecologie, Application shiny, data, Enseignement",rr2023
https://rr2023.sciencesconf.org/468896,{VMR} to manage Virtual Machines for/with R,Jean-François Rey,anglais,"A R package to manage Virtual Machines using Vagrant tool.{vmr} allows users to manage, provision and use a virtual machine preconfigured for R. It alllows to develops, makes tests and builds a package in a clean environment. It offers different OS providers choices to improve the quality, the productivity, the reproductibility and the sharing of R productions. Here we present a pipeline over GitLab CI/CD to create VMs, a Vagrant cloud repository and how {vrm} uses Vagrant, and the posibilities offered by the {vmr} package to manipulate a VM using R code.It allows to manage, provision and use Virtual Machines preconfigured for R.",Pause Poster,Poster,"vagrant, virtual machines, gitlab",rr2023
https://rr2023.sciencesconf.org/465678,"Packages mggd et mcauchyd – Distribution gaussienne généralisée multivariée, distribution de Cauchy multivariée","Pierre Santagostini, Nizar Bouhlel",français,"Nous présentons deux packages qui fournissent des outils pour des lois de probabilité multivariées :• mggd : distributions gaussiennes généralisées multivariées• mcauchyd : distributions de Cauchy multivariées Ces deux packages permettent le calcul de la divergence de Kullback-Leibler entre deux densités de probabilité multivariées, en fonction de leurs paramètres. Pour cela, on utilise une expression analytique des divergences, grâce à des calculs publiés par Bouhlel et Dziri (2019) et Bouhlel et Rousseau (2022). En outre, ces packages fournissent des outils pour ces distributions de probabilité multivariées : valeur de la densité de probabilité, estimation des paramètres, simulation d'échantillons, graphiques.",Pause Poster,Poster,"Package, Loi gaussienne généralisée multivariée, Loi de Cauchy multivariée, Divergence de Kullback, Leibler",rr2023
https://rr2023.sciencesconf.org/455019,Modelling plant resistance deployment: the R package {landsepi},"Loup Rimbaud, Julien Papaïx, Jean-François Rey, Marta Zafarroni, Marta Zafarroni",anglais,"The R package {landsepi} provides a general modelling framework to help compare plant resistancedeployment strategies and understand the impact of epidemiological, evolutionary and genetic factors for awide range of pathosystems. The model is based on stochastic geometry for describing the landscape and theresistant hosts, a dispersal kernel for the dissemination of the pathogen, and a SEIR (Susceptible-Exposed-Infectious-Removed) architecture to simulate plant response to disease. The package includes a web interface,coded in R-Shiny, for pedagogical purposes.",Poster,Poster,Modélisation – Pathologie Végétale– Package,rr2023
https://rr2023.sciencesconf.org/467131,Welcome to the golemverse,Colin Fay,français,"Construire une application qui part en production, ce n'est pas une mince affaire. Esquisser des plans d'interface utilisateur, réfléchir à l'interaction es différentes pièces du grand puzzle de la production (application web, base de données, plateforme de déploiement, services tiers...), prototyper l'organisation visuelle et les widgets, brancher les fils en s'assurant que rien ne casse en chemin, documenter, tester, structurer..., et enfin envoyer en production.  Dans ce marathon, vous n'êtes pas seul.e : le golemverse est à vos côtés. En proposant des packages construits autour d'une philosophie commune, cet univers offre tous les outils indispensables pour envoyer une application {shiny} en production l'esprit serein. Et ça, à chaque étape du projet : pendant le design, le prototypage, la construction, la solidification, et le déploiement.   Ce poster sera l'occasion de découvrir les packages du golemverse : {golem}, {shinipsum}, {gargoyle}, {dockerfiler}, et les autres !",Poster,Poster,"Package, shiny, production, golem",rr2023
https://rr2023.sciencesconf.org/464908,Une application R Shiny pour la simulation du bilan hydrique des sols viticoles (modèle WaLIS),Xavier Delpuech,français,"Le changement climatique en cours se traduit par des épisodes de chaleur et de sécheresse plus fréquents et plus intenses. Ces épisodes se traduisent par des contraintes hydriques sur la vigne. Ces contraintes, si elles deviennent excessives, peuvent être préjudiciables au rendement et à la qualité des raisins. L'enjeu est de pouvoir piloter les pratiques culturales afin d'économiser une ressource en eau de plus en plus rare tout en conservant un potentiel de production économiquement viable. L'IFV et INRAE ont codéveloppé le modèle WaLIS, qui permet de simuler le bilan hydrique du sol à partir des données météorologiques, et ainsi de caractériser la contrainte hydrique potentielle pour la vigne. Ce modèle est codé sous R, et une application Shiny a été développée pour permettre un accès libre au modèle.",Pause Poster,Poster,"vigne, modélisation, contrainte hydrique, R, shiny",rr2023
https://rr2023.sciencesconf.org/468951,Enseigner les statistiques avec YouTube et la pop culture,Nancy Rebout,français,"En doctorat, tous les ans, j'entendais les mêmes plaintes « non, mais tu sais, ça ne sert à rien de m'expliquer tout ça, j'ai jamais rien compris en stats ». Ces plaintes ? Des étudiants en biologie quelque peu réfractaire à l'idée des statistiques et de faire du codage sur R. Tous les ans, je me donnais comme défi de leur prouver le contraire : oui, les statistiques c'est simple et ça même être fun. Oui, vous avez bien entendu. C'est ainsi qu'est né Stat'Apprendra, « la chaîne qui te permet de ne plus avoir peur des statistiques et qui va peut-être même, te donner une folle envie, d'analyser des données » avec cette ambition, celle de dédramatiser l'apprentissage des statistiques et de la programmation sur R. Sur Stat'Apprendra, je présente les méthodes statistiques et la programmation sur R en utilisant des exemples tirés de films, de séries, de jeux vidéo ou de bandes dessinées. Cette approche ludique permet de rendre les statistiques plus accessibles, plus concrètes et plus attrayantes pour les étudiants. Dans cette communication, je décrirai le contenu et le fonctionnement de ma chaîne YouTube, ainsi que la façon dont je l'intègre dans mes cours de statistiques dans une école d'ingénieur en agronomie. Je discuterai enfin des retours et des évaluations que j'ai reçus de la part des étudiants, ainsi que des perspectives d'amélioration et de diffusion de ce projet.",Poster,Poster,Programmation – statistiques – pédagogie – ludique,rr2023
